index,income_total,income_type,gender,car,reality,child_num,edu_type,family_type,house_type,FLAG_MOBIL,phone_case,email,occyp_type,family_size,begin_month,YEARS_BIRTH,ADD_DAYS_BIRTH,YEARS_EMPLOYED,ADD_DAYS_EMPLOYED,credit
23250,130500.0,Working,F,N,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Cleaning staff,2.0,-20.0,41,175,13,71,0.0
23251,225000.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2.0,-11.0,36,26,8,71,2.0
23252,180000.0,Pensioner,M,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,,2.0,-36.0,63,294,unemployed,unemployed,0.0
23253,167400.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-28.0,52,48,unemployed,unemployed,1.0
23254,202500.0,Commercial associate,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,Managers,2.0,-5.0,48,115,15,167,1.0
23255,135000.0,Commercial associate,M,N,N,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Laborers,1.0,-12.0,51,360,4,158,0.0
23256,270000.0,State servant,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,3.0,-12.0,39,165,6,322,1.0
23257,157500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,1,,2.0,-55.0,65,33,unemployed,unemployed,2.0
23258,90000.0,State servant,F,N,Y,0,Higher education,Married,House / apartment,1,3,0,Core staff,2.0,-8.0,35,74,1,178,0.0
23259,270000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,High skill tech staff,2.0,-20.0,48,258,4,259,0.0
23260,202500.0,Working,F,N,N,1,Higher education,Married,House / apartment,1,2,0,,3.0,-29.0,44,331,5,189,1.0
23261,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-1.0,56,20,unemployed,unemployed,0.0
23262,540000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-6.0,54,364,17,143,1.0
23263,382500.0,Working,M,Y,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,Laborers,2.0,-18.0,29,28,1,340,2.0
23264,247500.0,Working,M,N,N,1,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,2.0,-31.0,46,7,18,13,1.0
23265,180000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-29.0,41,151,6,94,2.0
23266,180000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-19.0,36,54,2,79,2.0
23267,360000.0,State servant,F,Y,Y,0,Higher education,Separated,House / apartment,1,0,0,Core staff,1.0,-29.0,52,325,5,80,2.0
23268,225000.0,Working,M,Y,Y,2,Higher education,Married,House / apartment,1,0,0,Drivers,4.0,-34.0,36,316,2,262,1.0
23269,135000.0,Commercial associate,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-13.0,25,298,3,310,2.0
23270,180000.0,Working,M,Y,Y,2,Higher education,Married,House / apartment,1,0,0,Managers,4.0,-42.0,36,34,6,287,2.0
23271,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,,1.0,-37.0,57,247,unemployed,unemployed,0.0
23272,297000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,Laborers,1.0,-22.0,42,189,8,314,0.0
23273,382500.0,Working,M,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Laborers,2.0,-38.0,28,226,6,230,2.0
23274,180000.0,Working,F,N,N,3,Higher education,Married,House / apartment,1,0,0,Core staff,5.0,-23.0,37,173,19,83,2.0
23275,202500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-19.0,46,16,7,115,2.0
23276,175500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-31.0,56,330,unemployed,unemployed,1.0
23277,202500.0,Commercial associate,M,N,N,0,Secondary / secondary special,Single / not married,With parents,1,2,0,,1.0,-1.0,23,94,2,191,0.0
23278,540000.0,Commercial associate,M,Y,Y,0,Higher education,Single / not married,House / apartment,1,1,0,,1.0,-9.0,41,273,6,220,2.0
23279,202500.0,Working,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-50.0,27,297,7,30,1.0
23280,225000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-7.0,64,177,13,143,1.0
23281,157500.0,Working,M,Y,N,0,Incomplete higher,Married,With parents,1,2,0,Drivers,2.0,-32.0,24,364,2,230,2.0
23282,225000.0,Commercial associate,M,N,N,0,Higher education,Married,With parents,1,2,0,Managers,2.0,-53.0,35,246,13,337,0.0
23283,112500.0,Working,M,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,2,0,Laborers,2.0,-46.0,50,241,1,108,0.0
23284,180000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-37.0,48,296,3,190,0.0
23285,67500.0,Working,F,N,N,0,Secondary / secondary special,Married,With parents,1,3,0,Medicine staff,2.0,-10.0,42,345,23,296,1.0
23286,112500.0,Commercial associate,F,Y,N,1,Secondary / secondary special,Married,Office apartment,1,0,0,Accountants,3.0,-26.0,39,264,7,305,0.0
23287,112500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-23.0,61,151,unemployed,unemployed,1.0
23288,180000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,HR staff,2.0,-19.0,47,290,6,303,2.0
23289,47250.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,Municipal apartment,1,1,0,,2.0,-9.0,58,244,unemployed,unemployed,1.0
23290,202500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-13.0,58,294,unemployed,unemployed,2.0
23291,90000.0,Pensioner,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-55.0,58,282,unemployed,unemployed,2.0
23292,225000.0,Commercial associate,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-13.0,26,360,0,246,2.0
23293,135000.0,State servant,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-48.0,51,35,29,351,2.0
23294,148500.0,Pensioner,F,N,N,0,Secondary / secondary special,Widow,House / apartment,1,1,0,,1.0,-46.0,56,283,unemployed,unemployed,0.0
23295,211500.0,Commercial associate,M,N,Y,0,Higher education,Married,House / apartment,1,2,0,Laborers,2.0,-15.0,63,253,15,101,2.0
23296,225000.0,Working,F,N,N,2,Secondary / secondary special,Married,With parents,1,0,0,Sales staff,4.0,-9.0,33,199,6,171,2.0
23297,225000.0,Pensioner,M,N,Y,0,Higher education,Civil marriage,House / apartment,1,0,0,,2.0,-57.0,45,93,unemployed,unemployed,0.0
23298,135000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,2,0,Cooking staff,2.0,-17.0,33,138,1,290,0.0
23299,157500.0,State servant,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Security staff,3.0,-49.0,27,354,2,143,2.0
23300,180000.0,Working,M,Y,Y,1,Higher education,Married,House / apartment,1,0,0,Managers,3.0,-39.0,38,212,4,340,1.0
23301,315000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-8.0,47,193,6,230,0.0
23302,225000.0,Commercial associate,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-33.0,33,196,7,338,2.0
23303,67500.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Sales staff,1.0,-17.0,23,265,2,189,2.0
23304,135000.0,State servant,F,Y,Y,2,Secondary / secondary special,Married,House / apartment,1,2,0,Core staff,4.0,-23.0,39,204,16,254,2.0
23305,270000.0,Working,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,-26.0,35,320,4,192,1.0
23306,157500.0,Working,F,N,Y,0,Higher education,Civil marriage,With parents,1,0,0,Accountants,2.0,-7.0,22,208,1,309,2.0
23307,54000.0,State servant,F,Y,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Medicine staff,1.0,-12.0,23,232,4,77,1.0
23308,270000.0,Working,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,3,1,Managers,4.0,-56.0,35,152,5,253,2.0
23309,67500.0,Pensioner,F,N,Y,0,Lower secondary,Single / not married,House / apartment,1,0,0,,1.0,-53.0,60,245,unemployed,unemployed,2.0
23310,135000.0,Working,F,Y,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-53.0,45,216,3,312,1.0
23311,112500.0,Working,M,N,N,1,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,3.0,-28.0,24,83,1,130,2.0
23312,247500.0,State servant,F,N,Y,0,Higher education,Widow,House / apartment,1,0,0,,1.0,-56.0,54,245,16,360,1.0
23313,135000.0,State servant,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2.0,-17.0,56,102,25,297,0.0
23314,144000.0,Pensioner,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-26.0,62,13,unemployed,unemployed,1.0
23315,180000.0,Commercial associate,M,Y,N,2,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,4.0,-43.0,39,217,11,234,2.0
23316,121500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Sales staff,3.0,-12.0,44,315,2,232,1.0
23317,175500.0,Commercial associate,F,N,Y,2,Higher education,Married,House / apartment,1,1,1,Sales staff,4.0,-22.0,46,183,3,40,2.0
23318,90000.0,Working,M,Y,Y,0,Incomplete higher,Married,House / apartment,1,1,0,Drivers,2.0,-2.0,52,12,8,323,0.0
23319,112500.0,Working,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-29.0,38,201,10,156,1.0
23320,202500.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Cleaning staff,1.0,-39.0,51,130,10,3,2.0
23321,202500.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-48.0,64,30,unemployed,unemployed,1.0
23322,292500.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,1,,1.0,-60.0,36,294,9,230,1.0
23323,225000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-60.0,57,184,unemployed,unemployed,2.0
23324,270000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,3.0,-2.0,44,138,0,200,1.0
23325,135000.0,Commercial associate,F,N,N,1,Secondary / secondary special,Married,With parents,1,0,0,Sales staff,3.0,-11.0,37,184,3,77,2.0
23326,135000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-59.0,55,36,28,70,2.0
23327,90900.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-40.0,59,165,6,236,1.0
23328,180000.0,Commercial associate,M,Y,N,0,Secondary / secondary special,Married,Municipal apartment,1,2,0,,2.0,-26.0,26,320,8,73,1.0
23329,315000.0,Working,M,N,Y,0,Incomplete higher,Separated,House / apartment,1,2,0,Laborers,1.0,-41.0,33,58,5,4,2.0
23330,675000.0,Working,F,Y,N,3,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,5.0,-23.0,37,303,5,6,1.0
23331,225000.0,Working,F,N,N,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-15.0,32,294,3,293,2.0
23332,135000.0,Working,M,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,Managers,2.0,-7.0,46,67,4,222,1.0
23333,153000.0,Pensioner,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-51.0,60,278,unemployed,unemployed,2.0
23334,225000.0,State servant,F,N,N,0,Higher education,Married,House / apartment,1,0,0,Core staff,2.0,-16.0,48,186,6,103,2.0
23335,112500.0,Working,F,Y,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,Sales staff,1.0,-32.0,46,124,3,291,0.0
23336,135000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,3,0,High skill tech staff,2.0,-56.0,38,97,13,105,0.0
23337,135000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,High skill tech staff,2.0,-35.0,58,311,0,201,1.0
23338,135000.0,Pensioner,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-51.0,51,14,unemployed,unemployed,0.0
23339,117000.0,Pensioner,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,,1.0,-28.0,60,152,unemployed,unemployed,2.0
23340,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,1,0,,1.0,-35.0,63,267,unemployed,unemployed,1.0
23341,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-30.0,60,43,unemployed,unemployed,1.0
23342,202500.0,Commercial associate,F,Y,Y,0,Incomplete higher,Single / not married,House / apartment,1,3,0,Sales staff,1.0,-1.0,27,350,0,308,0.0
23343,99000.0,Pensioner,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-50.0,61,335,unemployed,unemployed,2.0
23344,157500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,3.0,-38.0,47,107,3,12,2.0
23345,81000.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,3,0,Managers,2.0,0.0,53,316,8,126,0.0
23346,135000.0,Working,M,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-8.0,49,5,0,200,1.0
23347,103500.0,State servant,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Cooking staff,2.0,-51.0,30,11,1,108,1.0
23348,180000.0,Commercial associate,M,Y,N,0,Secondary / secondary special,Married,Municipal apartment,1,2,0,,2.0,-17.0,26,320,8,73,0.0
23349,360000.0,Working,M,N,N,1,Higher education,Married,House / apartment,1,3,0,Managers,3.0,-37.0,30,162,1,104,2.0
23350,157500.0,Working,F,Y,Y,0,Higher education,Married,Co-op apartment,1,2,0,Accountants,2.0,-7.0,60,285,0,347,2.0
23351,135000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,2.0,-35.0,49,224,9,199,2.0
23352,121500.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,2,0,Accountants,3.0,-49.0,32,301,8,45,1.0
23353,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-16.0,63,125,unemployed,unemployed,2.0
23354,180000.0,Commercial associate,M,Y,Y,1,Higher education,Married,House / apartment,1,0,1,,3.0,-53.0,41,166,4,6,0.0
23355,67500.0,Working,F,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,1,1,Laborers,3.0,-36.0,35,46,2,201,2.0
23356,180000.0,Working,F,Y,N,0,Higher education,Married,House / apartment,1,2,1,Core staff,2.0,-41.0,40,343,4,190,2.0
23357,208350.0,Pensioner,F,N,N,0,Higher education,Married,House / apartment,1,0,0,,2.0,-16.0,59,240,unemployed,unemployed,2.0
23358,270000.0,State servant,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,Managers,2.0,-42.0,44,361,22,200,2.0
23359,148500.0,Working,M,N,N,0,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,Laborers,1.0,-17.0,38,252,3,98,2.0
23360,252000.0,Pensioner,F,N,N,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-13.0,62,135,unemployed,unemployed,2.0
23361,270000.0,Working,M,N,Y,0,Secondary / secondary special,Married,With parents,1,2,0,Laborers,2.0,-60.0,40,154,7,316,1.0
23362,225000.0,Commercial associate,F,Y,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-9.0,28,237,2,249,2.0
23363,157500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-24.0,40,202,7,234,0.0
23364,225000.0,Commercial associate,M,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Low-skill Laborers,2.0,-27.0,36,196,3,341,1.0
23365,90000.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,2,0,Low-skill Laborers,2.0,-3.0,45,34,1,339,0.0
23366,81000.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,3,0,Private service staff,1.0,-42.0,48,356,1,12,2.0
23367,337500.0,Working,M,Y,Y,0,Higher education,Married,With parents,1,0,0,Laborers,2.0,-26.0,29,37,3,80,1.0
23368,360000.0,Commercial associate,F,Y,N,0,Incomplete higher,Married,House / apartment,1,3,0,Managers,2.0,-20.0,44,124,4,228,2.0
23369,292500.0,Commercial associate,F,Y,Y,0,Higher education,Single / not married,House / apartment,1,0,0,High skill tech staff,1.0,-52.0,46,140,24,235,2.0
23370,270000.0,Working,F,N,Y,1,Higher education,Married,House / apartment,1,0,0,Core staff,3.0,-23.0,50,161,27,239,2.0
23371,90000.0,State servant,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,-28.0,53,116,14,14,0.0
23372,328500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,,2.0,-47.0,57,135,unemployed,unemployed,0.0
23373,202500.0,State servant,F,N,N,1,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,Cooking staff,2.0,-34.0,52,292,17,11,1.0
23374,225000.0,Commercial associate,F,Y,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-17.0,39,215,7,222,2.0
23375,112500.0,Working,F,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,2.0,-30.0,49,107,25,294,1.0
23376,225000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Realty agents,3.0,-8.0,38,188,10,44,2.0
23377,360000.0,State servant,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,2.0,-3.0,52,90,28,270,1.0
23378,157500.0,Working,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,3.0,-38.0,36,65,5,128,2.0
23379,126000.0,State servant,F,Y,N,0,Incomplete higher,Single / not married,House / apartment,1,2,0,Core staff,1.0,-48.0,32,298,14,96,1.0
23380,202500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,2,0,Laborers,2.0,-45.0,41,82,4,260,2.0
23381,119250.0,Working,M,Y,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,Drivers,2.0,-51.0,48,22,1,280,2.0
23382,225000.0,Working,M,Y,N,0,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2.0,-4.0,27,247,1,186,1.0
23383,67500.0,Working,F,N,Y,1,Secondary / secondary special,Separated,House / apartment,1,3,0,Accountants,2.0,-16.0,30,176,5,262,0.0
23384,202500.0,Pensioner,F,Y,Y,0,Higher education,Widow,House / apartment,1,0,1,,1.0,-43.0,58,99,unemployed,unemployed,2.0
23385,270000.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Realty agents,3.0,-10.0,45,191,7,167,1.0
23386,90000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,,2.0,-27.0,59,298,unemployed,unemployed,0.0
23387,135000.0,Working,F,Y,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,Laborers,2.0,-41.0,54,361,10,35,0.0
23388,247500.0,Commercial associate,M,Y,N,1,Higher education,Married,House / apartment,1,1,0,IT staff,3.0,-43.0,28,205,8,282,2.0
23389,157500.0,Working,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,3,0,Sales staff,3.0,-9.0,47,107,3,12,2.0
23390,306000.0,Commercial associate,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3.0,-21.0,52,221,3,214,2.0
23391,135000.0,Working,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,1,0,Managers,1.0,-8.0,39,159,2,189,0.0
23392,153000.0,Pensioner,F,N,N,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-32.0,44,294,unemployed,unemployed,2.0
23393,112500.0,Working,M,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-20.0,50,144,14,45,1.0
23394,112500.0,Working,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-31.0,53,239,6,9,1.0
23395,135000.0,Commercial associate,M,Y,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-15.0,25,298,3,310,2.0
23396,180000.0,Commercial associate,F,Y,Y,2,Higher education,Civil marriage,House / apartment,1,0,1,Sales staff,4.0,-24.0,31,227,3,74,0.0
23397,90000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,0,1,High skill tech staff,2.0,-30.0,27,206,1,155,0.0
23398,382500.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Managers,1.0,-38.0,45,89,14,77,0.0
23399,247500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,,2.0,-19.0,56,64,unemployed,unemployed,2.0
23400,81000.0,Commercial associate,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,2.0,-16.0,49,41,1,34,2.0
23401,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-14.0,40,1,21,235,1.0
23402,112500.0,Working,F,N,Y,0,Secondary / secondary special,Married,Rented apartment,1,0,0,Sales staff,2.0,-39.0,43,327,24,292,2.0
23403,225000.0,Working,F,N,Y,1,Secondary / secondary special,Married,With parents,1,0,0,Cleaning staff,3.0,-9.0,27,180,0,170,1.0
23404,180000.0,Working,F,N,Y,0,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Sales staff,1.0,-45.0,39,44,8,19,2.0
23405,135000.0,Pensioner,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,,2.0,-28.0,63,99,unemployed,unemployed,2.0
23406,198000.0,Commercial associate,F,N,N,0,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Laborers,2.0,-53.0,51,198,26,258,2.0
23407,306000.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-17.0,59,55,unemployed,unemployed,2.0
23408,144000.0,Working,F,N,Y,0,Higher education,Single / not married,House / apartment,1,0,0,,1.0,-25.0,36,50,13,198,1.0
23409,225000.0,Commercial associate,F,Y,Y,0,Higher education,Single / not married,With parents,1,0,0,Core staff,1.0,-29.0,26,200,3,98,1.0
23410,135000.0,Working,F,N,Y,1,Secondary / secondary special,Civil marriage,With parents,1,0,0,Sales staff,3.0,-10.0,31,111,0,229,2.0
23411,225000.0,Commercial associate,M,Y,N,0,Higher education,Single / not married,House / apartment,1,0,1,Managers,1.0,-37.0,29,202,0,279,2.0
23412,112500.0,State servant,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2.0,-45.0,58,45,2,78,2.0
23413,126000.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,1,1,Core staff,2.0,-32.0,27,220,1,95,2.0
23414,202500.0,Working,F,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2.0,-19.0,32,299,8,39,1.0
23415,112500.0,Commercial associate,F,N,Y,2,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,4.0,0.0,34,153,2,295,0.0
23416,360000.0,Commercial associate,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,2.0,-50.0,34,73,11,24,2.0
23417,247500.0,Working,F,N,Y,0,Higher education,Married,House / apartment,1,1,0,Sales staff,2.0,-9.0,54,142,0,200,1.0
23418,112500.0,Working,M,N,N,1,Secondary / secondary special,Married,House / apartment,1,3,0,Laborers,3.0,-4.0,24,83,1,130,1.0
23419,63000.0,State servant,F,N,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3.0,-10.0,28,3,2,45,2.0
23420,99000.0,Working,M,Y,N,0,Higher education,Married,With parents,1,0,0,,2.0,-51.0,28,197,1,71,2.0
23421,112500.0,Working,F,Y,Y,0,Higher education,Married,House / apartment,1,1,0,High skill tech staff,2.0,-22.0,50,281,2,195,1.0
23422,90000.0,Working,F,N,N,0,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,-54.0,44,312,10,250,2.0
23423,135000.0,Pensioner,F,N,Y,0,Secondary / secondary special,Separated,House / apartment,1,0,0,,1.0,-23.0,56,312,unemployed,unemployed,0.0
23424,135000.0,State servant,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2.0,-27.0,24,169,2,296,1.0
23425,211500.0,Pensioner,F,N,Y,0,Secondary / secondary special,Widow,House / apartment,1,0,0,,1.0,-52.0,61,252,unemployed,unemployed,0.0
23426,247500.0,State servant,F,Y,N,0,Higher education,Single / not married,House / apartment,1,2,0,Managers,1.0,-17.0,46,128,11,159,2.0
23427,675000.0,Commercial associate,F,N,Y,1,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Core staff,3.0,-14.0,45,86,1,308,2.0
23428,202500.0,Working,F,Y,N,0,Higher education,Married,House / apartment,1,0,0,Accountants,2.0,-8.0,25,117,0,139,1.0
23429,90000.0,Working,M,N,Y,0,Secondary / secondary special,Civil marriage,House / apartment,1,3,0,Low-skill Laborers,2.0,-34.0,41,175,4,65,2.0
23430,225000.0,Working,F,N,Y,1,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Core staff,2.0,-39.0,39,234,1,139,1.0
23431,247500.0,Commercial associate,F,N,Y,1,Higher education,Married,House / apartment,1,0,1,Managers,3.0,-32.0,39,136,3,230,2.0
23432,112500.0,Working,M,N,Y,0,Secondary / secondary special,Married,House / apartment,1,1,0,HR staff,2.0,-59.0,43,59,0,219,1.0
23433,72000.0,Working,F,N,N,0,Secondary / secondary special,Single / not married,House / apartment,1,2,0,Cleaning staff,1.0,-20.0,51,184,4,6,0.0
23434,157500.0,Working,F,Y,N,0,Incomplete higher,Married,With parents,1,3,0,Drivers,2.0,-38.0,24,356,1,331,2.0
23435,67500.0,Commercial associate,F,N,N,1,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,3.0,-30.0,40,19,2,188,2.0
23436,180000.0,State servant,F,N,N,0,Incomplete higher,Married,House / apartment,1,0,0,Core staff,2.0,-56.0,28,95,8,65,2.0
23437,90000.0,Working,M,Y,Y,1,Secondary / secondary special,Married,House / apartment,1,0,0,Drivers,3.0,-36.0,38,293,6,25,1.0
23438,121500.0,Working,F,N,Y,0,Secondary / secondary special,Married,With parents,1,3,0,Core staff,2.0,-23.0,36,175,14,94,2.0
23439,225000.0,Working,F,Y,Y,0,Incomplete higher,Married,House / apartment,1,1,0,Managers,2.0,-52.0,51,253,32,274,2.0
23440,157500.0,Pensioner,F,N,Y,0,Higher education,Married,House / apartment,1,0,0,,2.0,-17.0,63,7,unemployed,unemployed,1.0
